ID,PredictedProb
1224,0.639939
1227,0.916707
1229,0.505199
1230,0.741123
1233,0.892727
1236,0.600747
1242,0.920225
1245,0.802798
1246,0.951892
1249,0.877831
1250,0.891403
1253,0.980271
1258,0.660842
1259,0.681398
1262,0.985465
1263,0.81572
1265,0.951474
1266,0.87463
1267,0.944911
1268,0.885631
1269,0.766399
1270,0.714137
1271,0.864258
1272,0.97012
1276,0.946681
1277,0.803679
1279,0.766364
1280,0.710881
1283,0.730503
1285,0.820957
1286,0.890404
1290,0.831441
1293,0.703959
1295,0.512609
1297,0.852655
1299,0.937672
1300,0.962222
1301,0.795516
1302,0.969393
1303,0.912046
1304,0.866011
1305,0.655942
1306,0.694172
1307,0.677401
1308,0.987349
1309,0.619559
1312,0.710435
1313,0.925078
1314,0.705359
1316,0.831596
1318,0.521865
1319,0.790751
1320,0.691189
1322,0.976802
1323,0.493002
1325,0.696915
1329,0.293409
1330,0.790372
1334,0.537136
1337,0.965519
1340,0.588764
1341,0.729507
1342,0.62656
1347,0.64374
1349,0.786846
1350,0.762236
1355,0.750973
1356,0.552516
1357,0.673535
1358,0.839908
1359,0.833928
1361,0.374543
1363,0.635173
1366,0.776205
1367,0.962892
1370,0.944203
1375,0.941956
1377,0.946066
1379,0.890187
1381,0.569158
1382,0.877881
1385,0.778107
1387,0.592623
1389,0.798988
1392,0.905447
1393,0.613482
1395,0.872744
1396,0.849581
1399,0.0734179
1400,0.0520224
1401,0.878387
1402,0.972669
1405,0.646222
1407,0.639055
1409,0.961734
1413,0.403743
1414,0.153207
1415,0.830286
1417,0.604495
1421,0.451805
1422,0.935969
1423,0.23087
1425,0.844267
1426,0.085384
1428,0.880465
1429,0.9728
1430,0.609645
1431,0.610014
1433,0.971651
1435,0.93737
1436,0.834062
1438,0.911327
1439,0.905443
1442,0.96512
1448,0.736031
1449,0.643963
1451,0.56954
1453,0.848629
1455,0.84881
1456,0.596973
1458,0.829374
1459,0.912009
1463,0.979739
1466,0.608622
1468,0.960207
1471,0.654895
1472,0.908301
1473,0.683809
1474,0.974941
1476,0.611464
1477,0.776638
1478,0.655838
1479,0.719185
1481,0.549289
1482,0.958619
1487,0.678282
1490,0.928643
1493,0.459167
1494,0.797762
1495,0.934742
1496,0.9441
1497,0.730345
1498,0.797669
1499,0.923831
1500,0.7269
1505,0.848173
1507,0.691825
1508,0.674352
1510,0.83728
1511,0.82319
1513,0.491315
1514,0.796906
1518,0.914045
1519,0.392539
1520,0.744147
1522,0.889768
1523,0.717498
1524,0.650666
1527,0.913056
1528,0.74955
1529,0.65662
1530,0.801512
1532,0.74839
1534,0.459789
1536,0.975426
1537,0.667487
1540,0.705032
1543,0.459567
1546,0.902954
1549,0.693625
1553,0.768013
1558,0.755605
1560,0.891836
1561,0.822262
1562,0.686755
1565,0.544017
1573,0.503244
1576,0.75504
1577,0.945627
1579,0.465667
1580,0.915354
1581,0.751921
1582,0.373419
1584,0.821319
1586,0.857144
1588,0.826014
1589,0.727779
1595,0.707813
1598,0.407786
1599,0.990099
1600,0.65247
1605,0.613987
1609,0.660899
1610,0.675591
1615,0.822242
1617,0.929932
1619,0.811283
1621,0.89579
1622,0.718755
1628,0.799333
1629,0.946988
1630,0.732148
1631,0.824998
1633,0.837404
1636,0.750858
1637,0.733719
1638,0.875787
1643,0.837238
1644,0.820833
1645,0.905994
1646,0.579499
1647,0.810736
1648,0.856575
1650,0.567566
1651,0.84934
1652,0.914542
1654,0.865531
1655,0.984715
1657,0.9672
1658,0.984147
1663,0.363045
1665,0.9745
1666,0.751989
1669,0.912503
1675,0.860309
1678,0.884881
1679,0.715221
1680,0.496634
1681,0.815403
1684,0.918094
1687,0.477811
1688,0.78219
1692,0.895803
1694,0.859177
1695,0.779166
1696,0.775051
1697,0.449301
1698,0.674289
1699,0.921546
1700,0.411092
1701,0.870005
1704,0.600844
1705,0.643614
1706,0.735314
1708,0.964274
1709,0.790734
1712,0.513844
1713,0.694373
1715,0.627591
1718,0.939896
1720,0.758828
1721,0.84099
1724,0.891252
1725,0.67737
1726,0.122117
1728,0.745774
1729,0.895257
1738,0.6031
1739,0.78651
1741,0.820906
1743,0.901764
1745,0.482608
1750,0.692702
1751,0.855741
1753,0.903023
1755,0.571454
1757,0.714639
1758,0.603615
1759,0.822827
1762,0.732432
1763,0.655879
1767,0.98366
1769,0.622863
1770,0.980644
1778,0.914942
1781,0.901443
1784,0.894119
1786,0.682502
1787,0.858904
1788,0.912737
1789,0.914163
1790,0.637092
1794,0.0787295
1795,0.80131
1797,0.975827
1801,0.865393
1802,0.834706
1809,0.961143
1810,0.923975
1811,0.802106
1816,0.773678
1817,0.741143
1818,0.599748
1820,0.590949
1821,0.632486
1822,0.223158
1823,0.925495
1829,0.807187
1833,0.894403
1834,0.811009
1836,0.747474
1837,0.969362
1839,0.84326
1842,0.80383
1845,0.964935
1849,0.707221
1851,0.947514
1852,0.607603
1853,0.662834
1855,0.808502
1856,0.759761
1857,0.914164
1859,0.831544
1860,0.450635
1861,0.930763
1862,0.855909
1864,0.874335
1865,0.833749
1869,0.847923
1871,0.519996
1872,0.967165
1873,0.713978
1874,0.61574
1875,0.419909
1878,0.848981
1879,0.804486
1880,0.594361
1882,0.932323
1887,0.914824
1893,0.708225
1896,0.7955
1900,0.720329
1902,0.803192
1904,0.927052
1906,0.569118
1907,0.897486
1909,0.757997
1911,0.812339
1913,0.630133
1915,0.760972
1917,0.111196
1918,0.561813
1919,0.614029
1921,0.785009
1922,0.981909
1923,0.931133
1926,0.690956
1927,0.502943
1928,0.925461
1929,0.884341
1931,0.765248
1932,0.901676
1938,0.962057
1940,0.490366
1941,0.805726
1942,0.62444
1944,0.558441
1948,0.527455
1949,0.830438
1951,0.885462
1953,0.852432
1954,0.805794
1955,0.988156
1956,0.816811
1957,0.939647
1958,0.983372
1959,0.902624
1961,0.830896
1962,0.752373
1965,0.777125
1969,0.813086
1971,0.665571
1978,0.975998
1982,0.965691
1984,0.651172
1985,0.770156
1986,0.746721
1987,0.727074
1988,0.647548
1989,0.768318
1990,0.645508
1991,0.899518
1993,0.941055
1994,0.848458
1999,0.71485
2000,0.753193
2001,0.635775
2002,0.945095
2003,0.357891
2004,0.51351
2008,0.96102
2011,0.812189
2013,0.892743
2017,0.972179
2020,0.925794
2021,0.942428
2024,0.874943
2026,0.459198
2031,0.897591
2035,0.562738
2039,0.965618
2040,0.845298
2044,0.88989
2045,0.913259
2046,0.702719
2047,0.708085
2048,0.793152
2052,0.821854
2053,0.733271
2054,0.689258
2055,0.786447
2058,0.803877
2059,0.755218
2060,0.552497
2063,0.804707
2064,0.756508
2065,0.966981
2066,0.874529
2070,0.383598
2073,0.907571
2076,0.883032
2077,0.067131
2078,0.802553
2082,0.948387
2084,0.667863
2086,0.734299
2088,0.948794
2090,0.878989
2091,0.910119
2095,0.731414
2097,0.845168
2101,0.841466
2102,0.483471
2105,0.811475
2106,0.691021
2107,0.94055
2110,0.700089
2113,0.982873
2114,0.688353
2115,0.767302
2118,0.768631
2119,0.729302
2120,0.716565
2122,0.668054
2128,0.894367
2129,0.824129
2132,0.841656
2136,0.770156
2139,0.862477
2140,0.593969
2141,0.409643
2142,0.825699
2143,0.778437
2146,0.494913
2147,0.763287
2148,0.678921
2151,0.601172
2153,0.868802
2154,0.951047
2156,0.373518
2161,0.962322
2162,0.712169
2163,0.943468
2164,0.690071
2165,0.964116
2168,0.984271
2169,0.626896
2175,0.934226
2176,0.870738
2177,0.776358
2178,0.501808
2182,0.859229
2184,0.540022
2191,0.842963
2193,0.918292
2194,0.809451
2196,0.922749
2198,0.660033
2199,0.693868
2200,0.720718
2202,0.923092
2209,0.909926
2213,0.097067
2217,0.96652
2218,0.545807
2224,0.652584
2225,0.099759
2231,0.947458
2233,0.822171
2234,0.827545
2235,0.56822
2237,0.796301
2238,0.520639
2240,0.685198
2242,0.829559
2244,0.657418
2246,0.965001
2247,0.683512
2248,0.987042
2249,0.963429
2250,0.960615
2252,0.744083
2254,0.766777
2257,0.814058
2258,0.75503
2262,0.590926
2265,0.777926
2268,0.951603
2270,0.853507
2280,0.913832
2281,0.985236
2283,0.953673
2285,0.253641
2289,0.957974
2290,0.656431
2291,0.773166
2293,0.801218
2294,0.761964
2295,0.916034
2300,0.828235
2304,0.915263
2307,0.53657
2310,0.976596
2312,0.878415
2313,0.333703
2318,0.682932
2319,0.843222
2322,0.59223
2324,0.831816
2326,0.963467
2328,0.76151
2331,0.801251
2334,0.0532162
2335,0.725281
2336,0.795569
2339,0.920394
2340,0.88054
2341,0.976506
2344,0.985596
2349,0.951979
2352,0.937601
2353,0.854282
2357,0.453569
2362,0.719583
2364,0.664299
2365,0.588836
2366,0.717755
2367,0.593676
2368,0.867875
2370,0.97516
2373,0.789468
2375,0.547852
2376,0.985081
2377,0.899904
2382,0.979973
2384,0.663859
2385,0.812186
2388,0.765968
2389,0.449809
2390,0.849753
2391,0.78328
2393,0.927614
2396,0.804659
2397,0.658932
2398,0.969604
2399,0.66059
2400,0.853566
2401,0.406885
2402,0.912633
2404,0.546822
2406,0.951712
2408,0.633508
2409,0.900352
2410,0.805894
2411,0.747641
2413,0.750677
2415,0.830482
2417,0.944242
2422,0.909821
2423,0.483672
2424,0.858636
2426,0.977827
2429,0.70154
2430,0.581441
2432,0.65841
2433,0.877821
2436,0.987759
2437,0.938949
2438,0.881652
2439,0.834345
2440,0.623978
2444,0.669477
2445,0.474707
2446,0.551514
2454,0.862723
2455,0.759166
2456,0.962508
2458,0.413078
2459,0.287097
2460,0.621768
2461,0.881968
2462,0.678883
2464,0.68002
2465,0.85422
2467,0.983099
2468,0.915036
2474,0.632022
2480,0.600543
2481,0.65203
2484,0.736993
2485,0.644336
2486,0.817908
2487,0.742645
2491,0.889396
2493,0.827626
2496,0.868756
2497,0.901151
2501,0.832822
2504,0.715941
2505,0.519621
2506,0.693667
2508,0.794719
2509,0.542295
2513,0.478069
2516,0.814195
2520,0.720303
2521,0.662449
2523,0.827571
2524,0.886062
2526,0.983746
2528,0.86024
2529,0.900111
2530,0.868242
2531,0.952649
2532,0.907948
2536,0.740123
2537,0.531632
2540,0.958059
2541,0.729014
2542,0.754543
2543,0.464652
2546,0.621849
2547,0.711728
2550,0.637395
2551,0.849221
2555,0.808871
2556,0.926362
2558,0.900108
2559,0.974371
2560,0.871392
2562,0.982085
2563,0.0683993
2564,0.88548
2565,0.579517
2568,0.875297
2569,0.775647
2570,0.749454
2572,0.71734
2573,0.84454
2574,0.599848
2575,0.847112
2576,0.856548
2582,0.846234
2583,0.500535
2586,0.673528
2590,0.595755
2591,0.759761
2592,0.874627
2593,0.972758
2595,0.824222
2596,0.905166
2597,0.672363
2598,0.716295
2600,0.975453
2601,0.878228
2603,0.526866
2604,0.826408
2605,0.940357
2606,0.971169
2608,0.792376
2609,0.864654
2610,0.862351
2611,0.404595
2614,0.867495
2615,0.871279
2616,0.708332
2618,0.621376
2620,0.801899
2623,0.705489
2624,0.984903
2625,0.768716
2627,0.585583
2629,0.826344
2630,0.798765
2631,0.965531
2632,0.95417
2633,0.821335
2634,0.788999
2635,0.565075
2636,0.879232
2637,0.632177
2638,0.981353
2641,0.613436
2643,0.664424
2644,0.277629
2647,0.784642
2648,0.812253
2649,0.945873
2651,0.499735
2654,0.869753
2655,0.834633
2656,0.952184
2659,0.479358
2661,0.788198
2662,0.677705
2664,0.953592
2665,0.700172
2666,0.936182
2667,0.775139
2668,0.795135
2671,0.156197
2673,0.916758
2676,0.668384
2678,0.681299
2680,0.939469
2681,0.974437
2683,0.51859
2687,0.507978
2688,0.939716
2689,0.780114
2691,0.847799
2693,0.893639
2695,0.816813
2697,0.577464
2699,0.866743
2701,0.633412
2702,0.585544
2703,0.813288
2706,0.923869
2707,0.949337
2708,0.899597
2709,0.868399
2714,0.756496
2715,0.491364
2716,0.671966
2717,0.96344
2719,0.877559
2721,0.893342
2722,0.843575
2723,0.65468
2724,0.592431
2727,0.989209
2730,0.882849
2731,0.789462
2736,0.888886
2738,0.878524
2740,0.898625
2744,0.772105
2745,0.181103
2748,0.657703
2749,0.334265
2750,0.725732
2751,0.411427
2752,0.721611
2754,0.723309
2755,0.869039
2756,0.944165
2757,0.978233
2758,0.881883
2759,0.903605
2760,0.981803
2761,0.0765735
2762,0.848998
2763,0.74145
2764,0.577514
2765,0.898511
2768,0.591239
2769,0.211832
2770,0.333258
2776,0.914475
2778,0.981444
2788,0.725661
2789,0.742495
2791,0.758135
2792,0.522791
2793,0.920444
2797,0.732642
2799,0.943252
2800,0.960021
2801,0.617209
2805,0.899108
2806,0.525773
2807,0.0626982
2808,0.742102
2811,0.893148
2820,0.906202
2822,0.89695
2824,0.965343
2826,0.947539
2827,0.84662
2828,0.869399
2829,0.475047
2832,0.851817
2835,0.96948
2836,0.776903
2839,0.716393
2840,0.901366
2841,0.763735
2843,0.911889
2849,0.367738
2850,0.756787
2854,0.736495
2856,0.838937
2857,0.904921
2859,0.737653
2860,0.979951
2863,0.964469
2864,0.697246
2865,0.646541
2870,0.83227
2871,0.72655
2872,0.682537
2873,0.600297
2874,0.904397
2876,0.93818
2877,0.549385
2878,0.95426
2880,0.810791
2882,0.836754
2884,0.551086
2885,0.533556
2886,0.598403
2887,0.741109
2894,0.653203
2897,0.750377
2900,0.806596
2903,0.76253
2904,0.904874
2906,0.735023
2908,0.933574
2909,0.685426
2910,0.429834
2911,0.484205
2912,0.860252
2913,0.936986
2915,0.769596
2916,0.620503
2918,0.778295
2924,0.831861
2925,0.80104
2928,0.959858
2929,0.403955
2934,0.912817
2935,0.565989
2938,0.805614
2940,0.650252
2941,0.595875
2942,0.906074
2944,0.918792
2946,0.809609
2947,0.644011
2948,0.778782
2950,0.845194
2952,0.910486
2953,0.903862
2954,0.840572
2956,0.526516
2958,0.52199
2959,0.647136
2961,0.832316
2963,0.673359
2965,0.976916
2967,0.809695
2971,0.68842
2973,0.972039
2974,0.541144
2980,0.86589
2982,0.726167
2983,0.529055
2986,0.914016
2987,0.72804
2988,0.731121
2993,0.895864
2995,0.542224
2998,0.639103
3003,0.8386
3005,0.921255
3006,0.800994
3007,0.840038
3011,0.757818
3013,0.913627
3014,0.336191
3019,0.794156
3020,0.961881
3022,0.691331
3023,0.602157
3024,0.687017
3025,0.644966
3027,0.828985
3029,0.819171
3030,0.607532
3031,0.894564
3032,0.961855
3033,0.566428
3037,0.870018
3041,0.659441
3042,0.75044
3044,0.926921
3045,0.801648
3048,0.830191
3049,0.922937
3053,0.918682
3055,0.818896
3057,0.896551
3058,0.572558
3059,0.720227
3060,0.748702
3061,0.945159
3063,0.850824
3064,0.859838
3065,0.523002
3066,0.945982
3067,0.634535
3068,0.947303
3069,0.90239
3070,0.942252
3071,0.869498
3072,0.937387
3075,0.948805
3077,0.780968
3080,0.933378
3081,0.970687
3082,0.819746
3083,0.980761
3086,0.933179
3089,0.94369
3090,0.816941
3091,0.804037
3092,0.91697
3093,0.944607
3094,0.950868
3097,0.972597
3099,0.732673
3102,0.979249
3103,0.833492
3105,0.973754
3106,0.964531
3107,0.82704
3108,0.912478
3109,0.473283
3114,0.687953
3116,0.216293
3117,0.676035
3119,0.896277
3121,0.693584
3123,0.867491
3124,0.977372
3125,0.897275
3126,0.555308
3128,0.700273
3129,0.825194
3130,0.56767
3131,0.970021
3132,0.888708
3133,0.680609
3134,0.758239
3135,0.737793
3136,0.851136
3137,0.950087
3140,0.89938
3141,0.761953
3143,0.71257
3144,0.797431
3145,0.708354
3147,0.522946
3149,0.788349
3151,0.719627
3154,0.453905
3156,0.903514
3157,0.53043
3158,0.526276
3160,0.73334
3161,0.928142
3162,0.936215
3164,0.892004
3165,0.760578
3168,0.610445
3171,0.920966
3173,0.743022
3174,0.937529
3175,0.63705
3176,0.952182
3177,0.681843
3178,0.563197
3181,0.624277
3182,0.628124
3186,0.979594
3188,0.899546
3190,0.91459
3192,0.702816
3194,0.556216
3195,0.843239
3197,0.756895
3198,0.753495
3202,0.815959
3203,0.525257
3204,0.691111
3207,0.671389
3208,0.758567
3209,0.636702
3210,0.802917
3212,0.108283
3213,0.856848
3214,0.861308
3219,0.632529
3222,0.843479
3224,0.514759
3227,0.594416
3229,0.673109
3230,0.579691
3231,0.812586
3232,0.65889
3233,0.87531
3234,0.983883
3235,0.79098
3237,0.836844
3238,0.904486
3239,0.969463
3240,0.987076
3241,0.841532
3242,0.854005
3243,0.884215
3244,0.79383
3255,0.721308
3256,0.945194
3257,0.802601
3258,0.874724
3259,0.709413
3260,0.918177
3262,0.948343
3263,0.889934
3264,0.684535
3266,0.827691
3267,0.885051
3268,0.63754
3271,0.660488
3274,0.726378
3275,0.974909
3276,0.814118
3277,0.741334
3278,0.40401
3279,0.86523
3280,0.93476
3281,0.700325
3282,0.696752
3283,0.690841
3284,0.554804
3288,0.674775
3290,0.983512
3292,0.770836
3293,0.681853
3295,0.976159
3296,0.787052
3297,0.635423
3299,0.813429
3300,0.867283
3301,0.883783
3307,0.806893
3308,0.608762
3309,0.932859
3311,0.784082
3312,0.104236
3313,0.789619
3321,0.646047
3322,0.731495
3323,0.602866
3325,0.850878
3326,0.941435
3327,0.963067
3328,0.822849
3330,0.913659
3332,0.538443
3333,0.960542
3337,0.361876
3343,0.856871
3344,0.773145
3345,0.44056
3346,0.537525
3350,0.791658
3352,0.951287
3354,0.94903
3355,0.811643
3360,0.878624
3361,0.600876
3364,0.921046
3365,0.797823
3367,0.590477
3370,0.7232
3371,0.341938
3372,0.980604
3374,0.852942
3378,0.631465
3379,0.94828
3380,0.90042
3382,0.781716
3383,0.610163
3384,0.633135
3385,0.771158
3387,0.96948
3388,0.972642
3389,0.715712
3390,0.739075
3392,0.938583
3393,0.89313
3394,0.923497
3395,0.934155
3398,0.562795
3399,0.0921415
3400,0.921364
3403,0.805313
3405,0.70178
3406,0.891106
3407,0.522605
3408,0.800767
3410,0.586323
3414,0.562225
3417,0.978458
3418,0.975855
3421,0.778645
3422,0.938543
3426,0.92417
3427,0.815882
3435,0.654274
3436,0.969531
3437,0.806418
3438,0.802095
3439,0.385358
3442,0.986176
3443,0.874433
3444,0.74445
3445,0.755602
3449,0.55409
3450,0.539692
3451,0.909419
3452,0.973979
3453,0.801196
3456,0.364341
3457,0.892962
3458,0.63671
3459,0.613145
3462,0.669299
3466,0.670062
3471,0.580649
3472,0.6125
3474,0.899719
3475,0.947046
3477,0.887562
3478,0.95825
3479,0.783637
3480,0.663364
3482,0.478676
3485,0.66556
3487,0.964268
3488,0.0650779
3493,0.884905
3495,0.958176
3498,0.752522
3500,0.86269
3502,0.657154
3503,0.882554
3504,0.493638
3506,0.754694
3507,0.816408
3508,0.955989
3509,0.945421
3510,0.784388
3511,0.935312
3512,0.880154
3513,0.930789
3515,0.175186
3516,0.759063
3519,0.890795
3521,0.950826
3522,0.867688
3530,0.919429
3531,0.981036
3533,0.652502
3538,0.846304
3539,0.952873
3541,0.925827
3542,0.602335
3543,0.794074
3544,0.862955
3546,0.772055
3547,0.834136
3549,0.884374
3551,0.615634
3555,0.97059
3557,0.34024
3558,0.895227
3559,0.891754
3560,0.453963
3561,0.644164
3563,0.795314
3566,0.482267
